Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Rhodes, Garth",16231172400,1,"Social Sciences
",,
"Rgn, S. Procter",57195076035,1,"Nursing
",,
"Rezazadeh, Mohammadali A.",57196836382,42,"Engineering
Materials Science
Earth and Planetary Sciences
Environmental Science
Mathematics
Physics and Astronomy
Business, Management and Accounting
Energy
Chemistry
",0000-0003-1411-0051,
"Reynolds, Joanna",56580452200,9,"Social Sciences
Medicine
Psychology
Arts and Humanities
Health Professions
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Reynolds, Andie",57216585893,2,"Social Sciences
",,
"Rey, Sébastien",57197574798,1,"Chemistry
",,
"Reviczky, Adam",57200015977,1,"Engineering
Physics and Astronomy
",,
"Renwick, Lynn",25633045900,1,"Social Sciences
",,
"Rennie, L.",7004444825,1,"Medicine
",,
"Renney, Craig",56481593500,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Render, Neil",55218430700,1,"Engineering
",,
"Ren, Junna",57972139300,11,"Materials Science
Engineering
",,
"Reinach, Simona Segre",26035783400,5,"Social Sciences
Arts and Humanities
Computer Science
Health Professions
Medicine
",,
"Reimann, Marc",8917248000,55,"Decision Sciences
Mathematics
Computer Science
Engineering
Business, Management and Accounting
Social Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Economics, Econometrics and Finance
Energy
",0000-0002-4527-0042,
"Reilly, Roisin",56938002200,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Reidy, Ken",57215414504,1,"Social Sciences
",,
"Reid, Keith S.",56139637100,7,"Medicine
Psychology
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Reid, Keith",57880296500,1,"Medicine
Engineering
Computer Science
",,
"Reid, Anna",57213868625,1,"Social Sciences
Arts and Humanities
",,
"Reichert, Tim",25825526400,3,"Computer Science
",,
"Régnier, Stéphane",55737996400,40,"Physics and Astronomy
Earth and Planetary Sciences
Engineering
",,
"Reeves, Christopher D.",57192938456,2,"Arts and Humanities
",,
"Reese, Ronja",56573655000,17,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Multidisciplinary
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Mathematics
Chemistry
",,
"Reed, Stephen",56511077100,1,"Chemical Engineering
Chemistry
",,
"Reed, Robert H.",7401921355,75,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Environmental Science
Mathematics
Decision Sciences
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Engineering
Social Sciences
",,
"Reed, Jane",57200036704,1,"Medicine
Social Sciences
Business, Management and Accounting
Nursing
",,
"Reed, Jan",7403642208,66,"Nursing
Medicine
Social Sciences
Health Professions
Business, Management and Accounting
Arts and Humanities
Psychology
Biochemistry, Genetics and Molecular Biology
Economics, Econometrics and Finance
",,
"Reed, Beatrice",57209348040,1,"Social Sciences
",,
"Reed, Alan",56173649200,46,"Social Sciences
",,
"Redshaw, S.",24489420800,1,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Rebair, Annessa",55547171400,7,"Computer Science
Nursing
Medicine
",,
"Reay, Ruth",36498438600,1,"Mathematics
Social Sciences
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Read, Paul",8612702900,1,"Business, Management and Accounting
",,
"Razzaq, Kamran",58238068100,1,"Environmental Science
",,
"Razavialavi, Seyedreza",56014309000,15,"Engineering
Computer Science
Business, Management and Accounting
Mathematics
Decision Sciences
Earth and Planetary Sciences
Social Sciences
",0000-0002-7372-0354,
"Raza, Moshin",58253265400,1,"Mathematics
Computer Science
",,
"Raza, Mohsin Usman",57197446345,67,"Computer Science
Engineering
Physics and Astronomy
Decision Sciences
Energy
Materials Science
Medicine
Mathematics
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Business, Management and Accounting
Chemical Engineering
Chemistry
Environmental Science
Social Sciences
Agricultural and Biological Sciences
",,
"Rayson, Karen",35590375400,1,"Health Professions
Medicine
Social Sciences
",,
"Rayner, Catherine",7102179265,1,"Veterinary
",,
"Raymen, Thomas",57163644400,10,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Medicine
Psychology
Economics, Econometrics and Finance
",,
"Raybould, Blaid",57212167859,1,"Environmental Science
",,
"Ray, Kathryn",56219250500,14,"Social Sciences
Business, Management and Accounting
Computer Science
Arts and Humanities
Nursing
Engineering
Medicine
Decision Sciences
",,
"Rawlinson, Steve",7003549057,4,"Social Sciences
",,
"Rawlings, George",56458473900,4,"Social Sciences
",,
"Ravenhil, L.",56943389800,1,"Mathematics
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",,
"Raven-Ellison, Daniel",36140692200,2,"Earth and Planetary Sciences
Social Sciences
",,
"Ratliff, Daniel J.",56678463700,22,"Mathematics
Physics and Astronomy
Engineering
Chemical Engineering
",0000-0001-9502-0431,
"Rathnasiri, Pavithra",57218590973,9,"Engineering
Environmental Science
Computer Science
Business, Management and Accounting
Energy
Agricultural and Biological Sciences
Social Sciences
Decision Sciences
",,
"Rathnasinghe, Akila Pramodh",57210392764,17,"Engineering
Environmental Science
Energy
Business, Management and Accounting
Computer Science
Economics, Econometrics and Finance
Decision Sciences
Social Sciences
Earth and Planetary Sciences
",0000-0003-0762-2411,
"Rasul, Shahid",54935092700,27,"Energy
Chemistry
Chemical Engineering
Materials Science
Environmental Science
Engineering
Medicine
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",0000-0002-2543-0205,
"Rasul, Shahid",57222295819,3,"Materials Science
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Environmental Science
Chemistry
",,
"Rasul, Ari K.",56331819500,3,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Rasool, Shahid",57551851400,1,"Energy
Chemistry
Chemical Engineering
",,
"Rasiukienė, Olga",57853667600,1,"Medicine
Immunology and Microbiology
",,
"Rasinskaitė, Dovilė",57221446637,2,"Physics and Astronomy
",,
"Rasiah, Samantha",57216614231,1,"Social Sciences
",,
"Rasheed, Aatif",57604419400,1,"Engineering
Materials Science
",,
"Rasburn, Jack W.",23064887300,14,"Chemistry
Immunology and Microbiology
Environmental Science
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Rapley, Tim John",15835491900,119,"Medicine
Social Sciences
Nursing
Psychology
Computer Science
Arts and Humanities
Economics, Econometrics and Finance
Health Professions
Engineering
Dentistry
Agricultural and Biological Sciences
Immunology and Microbiology
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
",,
"Raper, Eric S.",6603363135,68,"Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Physics and Astronomy
Chemical Engineering
",,
"Ranson, Rachel N",6701821492,23,"Neuroscience
Biochemistry, Genetics and Molecular Biology
Medicine
Nursing
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
",0000-0002-7336-3350,
"Rangwala, Shenaz",57220113195,2,"Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Randall, Charlotte",57204113939,1,"Medicine
Psychology
Neuroscience
",,
"Ranadé, Wendy",6603128245,17,"Social Sciences
Medicine
Business, Management and Accounting
Nursing
Psychology
",,
"Ran, L.",57202482631,5,"Engineering
",,
"Ramshaw, Pauline",55763109500,10,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Ramshaw, Adam",57205626828,2,"Social Sciences
",,
"Ramsey, Rachel E.",57287765500,2,"Psychology
Arts and Humanities
Social Sciences
",,
"Ramsden, Roseanna",57209532589,2,"Social Sciences
Arts and Humanities
",,
"Ramsden, Rebecca",58098479500,1,"Environmental Science
Medicine
",,
"Ramprogus, Y.",6505459487,1,"",,
"Ramli, Jeffri",57218201664,4,"Engineering
Physics and Astronomy
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemistry
Computer Science
",,
"Ramli, Hidayati",57223822769,2,"Engineering
Decision Sciences
",,
"Ramdhan, N. D.",57208387295,1,"Medicine
Immunology and Microbiology
",,
"Ramadan, Ahmed",56369692600,4,"Computer Science
Physics and Astronomy
Chemical Engineering
Engineering
Energy
",,
"Ralston, William",57216882469,2,"Earth and Planetary Sciences
Engineering
Mathematics
Physics and Astronomy
",,
"Ralph, Liam",57253021300,4,"Social Sciences
",,
"Rajsic, Jason",55488945300,31,"Psychology
Neuroscience
Arts and Humanities
Social Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Rajanayagam, Heshachanaa",57222190092,15,"Engineering
Energy
Materials Science
Environmental Science
Social Sciences
Multidisciplinary
Medicine
",,
"Rajan, Vathsala V.",35762126900,1,"Nursing
",,
"Raine, Andrew B.",56644231100,1,"Engineering
Physics and Astronomy
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Rahmati, M.",54405911600,70,"Engineering
Energy
Materials Science
Physics and Astronomy
Mathematics
Environmental Science
Chemical Engineering
Chemistry
Computer Science
Earth and Planetary Sciences
",0000-0003-4903-5370,
"Rahman, Obaidur",56243572400,4,"Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Rahman, Mohammed Waliur",57190746366,1,"Engineering
",,
"Rahman, Mahbubur",57226618984,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Rahman, Husain A.",57940370700,1,"Physics and Astronomy
Computer Science
Engineering
",,
"Rahma, Elsiddig",57188836320,1,"Economics, Econometrics and Finance
Energy
",,
"Rahimilarki, Reihane",57204425154,5,"Computer Science
Engineering
Energy
Decision Sciences
",,
"Rahimi, Hasnae",57221588774,1,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"Ragnedda, Massimo",55959061600,48,"Social Sciences
Computer Science
Arts and Humanities
Business, Management and Accounting
Psychology
Engineering
Decision Sciences
Economics, Econometrics and Finance
",,
"Rafiq, Husnain",57222079053,7,"Computer Science
Engineering
Decision Sciences
Materials Science
Multidisciplinary
",,
"Rae, I. Jonathan",7003431703,185,"Earth and Planetary Sciences
Physics and Astronomy
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Chemistry
Agricultural and Biological Sciences
Engineering
Medicine
",0000-0002-2637-4786,
"Radu, Alexandru",57194891890,1,"Business, Management and Accounting
",,
"Radley, Rebecca",55857892100,2,"Immunology and Microbiology
Social Sciences
Biochemistry, Genetics and Molecular Biology
Medicine
Health Professions
",,
"Radhi, Abdulla",6507391235,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Racey, Seth N.",23091931500,7,"Biochemistry, Genetics and Molecular Biology
Medicine
Chemical Engineering
Engineering
Materials Science
Immunology and Microbiology
Physics and Astronomy
Agricultural and Biological Sciences
Computer Science
",,
"Raafat, Sahar Mohammed",57465947400,1,"Business, Management and Accounting
",,
"Qureshi, Sairah",57941258700,1,"Social Sciences
",,
"Qureshi, Natasha",57204475631,1,"Medicine
",,
"Quinn, Isabel",24472026700,6,"Nursing
Medicine
",,
"Quan, Rose",57524515000,1,"Business, Management and Accounting
",,
"Qu, Yongtao",36605199600,27,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Energy
Chemical Engineering
Medicine
",,
"Qu, Yi",57203387135,10,"Computer Science
Engineering
Decision Sciences
Mathematics
Environmental Science
Chemical Engineering
Earth and Planetary Sciences
Economics, Econometrics and Finance
Medicine
Physics and Astronomy
Materials Science
Social Sciences
",0000-0002-7773-8949,
"Qing Fu, Yong",55237026300,2,"Physics and Astronomy
",,
"Qin, Zhuofan",57226660113,5,"Materials Science
Engineering
Medicine
Physics and Astronomy
",,
"Qin, Xinghua",57222181489,1,"Engineering
Materials Science
",,
"Qin, Shengfeng",7202726977,163,"Computer Science
Engineering
Mathematics
Materials Science
Business, Management and Accounting
Decision Sciences
Physics and Astronomy
Medicine
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
Economics, Econometrics and Finance
Environmental Science
Health Professions
Social Sciences
",0000-0001-8538-8136,
"Qiang, W. U.",57202846750,1,"Physics and Astronomy
",,
"Qian, Zi",57552169000,2,"Engineering
Energy
Chemistry
Chemical Engineering
",,
"Qian, Zi",57220855151,1,"Engineering
Social Sciences
Computer Science
",,
"Qian, Z.",57656224700,1,"Chemical Engineering
",,
"Qi, Xiaohui",55681453400,43,"Earth and Planetary Sciences
Engineering
Computer Science
Agricultural and Biological Sciences
Physics and Astronomy
Materials Science
",0000-0003-2349-6005,
"Qayyum, M. M.",57216000584,6,"Materials Science
Chemistry
Engineering
Physics and Astronomy
",,
"Pywell, Jake",57195035929,3,"Computer Science
Medicine
Health Professions
",,
"Pye, Jack",57222060680,1,"Computer Science
Engineering
Decision Sciences
",,
"Puussaar, Aare",57201448566,5,"Computer Science
Social Sciences
",,
"Puturs, Ghanim",57215316112,1,"Engineering
Computer Science
",,
"Putrus, Ghanim A.",6603885399,138,"Engineering
Energy
Computer Science
Environmental Science
Mathematics
Social Sciences
Earth and Planetary Sciences
Chemical Engineering
Chemistry
Materials Science
Business, Management and Accounting
",,
"Purnell, Corley",57961053800,1,"Nursing
",,
"Purewal, Bikki",56895991000,1,"Social Sciences
",,
"Purdue, A. W.",6506127092,9,"Arts and Humanities
Social Sciences
",,
"Purcell, Paul",56162365700,1,"Medicine
Immunology and Microbiology
",,
"Purcell, Elizabeth",55800967300,1,"Health Professions
",,
"Pupsys, Tomas",57195312308,1,"Engineering
Materials Science
",,
"Punton, Georgia",57538381200,1,"Multidisciplinary
",,
"Pujals, Blanca",57214683148,1,"Arts and Humanities
Computer Science
Social Sciences
",,
"Puckett, J.",57195619101,1,"Medicine
",,
"Pryor, Claire",57190338865,2,"Medicine
Nursing
Psychology
",,
"Prungsinchai, Supakorn",55614687800,3,"Computer Science
Engineering
",,
"Proud, Debbie",7004529923,4,"Social Sciences
Arts and Humanities
Computer Science
",,
"Proud, Carole",56715267400,5,"Medicine
Nursing
Business, Management and Accounting
Earth and Planetary Sciences
Social Sciences
",0000-0002-6259-0291,
"Prost, Sebastian",36648009200,18,"Computer Science
Social Sciences
Mathematics
Psychology
Engineering
",,
"Proctor, Susan",57196758960,4,"Nursing
Social Sciences
Medicine
",,
"Pritchard, Stephen",57205242936,2,"Social Sciences
Earth and Planetary Sciences
",,
"Primlani, Namrata",57201289091,3,"Computer Science
",,
"Prickett, Tom",57202535202,21,"Computer Science
Social Sciences
Business, Management and Accounting
Mathematics
Engineering
Decision Sciences
",,
"Price, Vincent",8713291700,2,"Social Sciences
Medicine
Nursing
",,
"Price, Michael",57202444277,3,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Decision Sciences
",0000-0001-5692-178X,
"Price, Karen",35190911000,5,"Medicine
Psychology
Arts and Humanities
Social Sciences
",,
"Price, Jon",57214102836,4,"Arts and Humanities
Social Sciences
",,
"Pretty, Robert J.",6701603748,1,"Medicine
Social Sciences
",,
"Prendergast-Miller, Miranda T.",23390240100,16,"Environmental Science
Agricultural and Biological Sciences
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Preece, David A.",8604941800,43,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Engineering
Psychology
Decision Sciences
Multidisciplinary
Computer Science
",,
"Prasanth Kadiyala, Sai",57572943300,1,"Computer Science
",,
"Power, Cormac",38261715400,3,"Arts and Humanities
",,
"Powell, Suzanne",57193654163,1,"Social Sciences
",,
"Powell, Hazel",57199650540,1,"Medicine
Psychology
Social Sciences
Neuroscience
",,
"Powell, Gillian",16639339300,1,"Medicine
",,
"Powell, Dylan",57219004927,15,"Medicine
Computer Science
Engineering
Physics and Astronomy
Health Professions
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Chemistry
",0000-0003-1233-5468,
"Pouo, Charden",58197909800,1,"Social Sciences
",,
"Pounda, Matthew J.",56514159400,1,"Earth and Planetary Sciences
",,
"Pound, Matthew James",36773536900,46,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Engineering
Mathematics
Medicine
Multidisciplinary
Arts and Humanities
Physics and Astronomy
Energy
Social Sciences
",0000-0001-8029-9548,
"Potts, Jean",8118252300,1,"Health Professions
",,
"Potthoff, Sebastian",57188718861,16,"Medicine
Psychology
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Computer Science
",,
"Potthof, Sebastian",58093869700,1,"Medicine
",,
"Potter, Matthew C.",57210478250,7,"Social Sciences
Arts and Humanities
",,
"Potter, C. A.",57214030000,1,"Psychology
Social Sciences
Health Professions
",,
"Potrac, Paul",6507627716,93,"Social Sciences
Health Professions
Medicine
Business, Management and Accounting
Psychology
Environmental Science
Biochemistry, Genetics and Molecular Biology
Decision Sciences
",0000-0001-9616-6491,
"Porter, Mic L.",7201468126,3,"Social Sciences
",,
"Porter, Kate",57222543415,1,"Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Porter, Geoff",56732494200,12,"Social Sciences
Engineering
",,
"Porter, Andrew J.",56584777000,1,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
",,
"Porteous, Debbie J.",57196079431,8,"Nursing
Social Sciences
Medicine
",,
"Portas, Antonio",57652573800,4,"Environmental Science
Social Sciences
Computer Science
Energy
Earth and Planetary Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Poologanathan, Keerthan",36113579000,173,"Engineering
Materials Science
Physics and Astronomy
Computer Science
Environmental Science
Energy
Chemistry
Social Sciences
Earth and Planetary Sciences
Medicine
Arts and Humanities
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",0000-0002-5116-4115,
"Ponugubati, Manoj K.C.",12143005500,1,"Engineering
",,
"Ponton, Hazel",57190371500,4,"Engineering
Business, Management and Accounting
Materials Science
",,
"Pollock, Wendy Elizabeth",36778260700,42,"Medicine
Nursing
Health Professions
",0000-0002-1091-3757,
"Pollet, Thomas V.",16231030200,119,"Psychology
Agricultural and Biological Sciences
Social Sciences
Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Computer Science
Business, Management and Accounting
Multidisciplinary
Engineering
",,
"Pollard, I.",57782254100,1,"Arts and Humanities
Social Sciences
",,
"Poll, Kristian",57219695040,2,"Materials Science
Chemistry
",,
"Polanco, Fernando",57205078959,1,"Medicine
",,
"Pointon, Matthew",57193835404,10,"Computer Science
Social Sciences
Decision Sciences
Physics and Astronomy
Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Pohl, Susanne",57935309900,1,"Medicine
",,
"Podevyn, Martin",56244720000,1,"Social Sciences
Engineering
",,
"Platt, Alan",7005105072,8,"Medicine
Nursing
Social Sciences
Mathematics
Health Professions
",,
"Place, Maurice",7005643483,41,"Medicine
Psychology
Social Sciences
Neuroscience
Nursing
Health Professions
Computer Science
",,
"Pizycki, Lara",57192169573,1,"Social Sciences
",,
"Pitsillides, Stacey",55062188100,8,"Social Sciences
Computer Science
Arts and Humanities
Medicine
Psychology
",0000-0003-0961-5370,
"Pitsikali, Alkistis",57208394127,3,"Social Sciences
Engineering
Psychology
",,
"Pitsaki, Irini",51665665400,2,"Arts and Humanities
Social Sciences
",,
"Pirmani, Susheel Kumar",58136250800,2,"Engineering
Energy
",,
"Pinkney, Robert",36913510100,11,"Social Sciences
Mathematics
Physics and Astronomy
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
",,
"Pinchin, M. J.",6506754453,3,"Biochemistry, Genetics and Molecular Biology
Chemistry
Environmental Science
",,
"Pierzgalski, S.",7801638840,8,"Physics and Astronomy
Materials Science
Chemistry
Chemical Engineering
Engineering
",,
"Pickard, Rob",57042103900,17,"Engineering
Arts and Humanities
Social Sciences
Business, Management and Accounting
",,
"Pickard, Alison J.",10438909200,25,"Social Sciences
Computer Science
Engineering
Arts and Humanities
Mathematics
Medicine
Health Professions
Decision Sciences
Business, Management and Accounting
Materials Science
",,
"Piasecki, Emma",57213816677,12,"Social Sciences
Medicine
",,
"Phillipson, Pete",57200653618,1,"Medicine
",,
"Phillips, Tom",57190753480,1,"Arts and Humanities
",,
"Phillips, Stephen",57231482200,1,"Engineering
Business, Management and Accounting
",,
"Phillips, Emma Jane",57221662551,1,"Engineering
Materials Science
Computer Science
",,
"Phillips, Carrie",57209360945,1,"Social Sciences
",,
"Pezhman Pour, Mansoureh",57196186285,2,"Computer Science
Engineering
Medicine
",,
"Pettitt, Deborah",35311680700,1,"Agricultural and Biological Sciences
Immunology and Microbiology
",,
"Pettit, Harry",57203986296,6,"Social Sciences
Environmental Science
Psychology
Earth and Planetary Sciences
",,
"Pettigrew, Dulcie",7003453919,1,"Environmental Science
Energy
Social Sciences
",,
"Petrov, Stilyan",57216899876,1,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Petridis, Ioannis",57200086191,2,"Computer Science
",,
"Petkov, Emil",55498237100,5,"Computer Science
Energy
",,
"Peththawadu, Madusha M.D.",57217074693,1,"Multidisciplinary
",,
"Peter, P.",36599125000,1,"Engineering
Computer Science
Social Sciences
",,
"Pesch, Robin",56421913300,19,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Arts and Humanities
Psychology
Decision Sciences
",0000-0001-7718-5953,
"Pesce, Cecilia",57189377407,7,"Engineering
Materials Science
Social Sciences
Arts and Humanities
Chemistry
Environmental Science
Physics and Astronomy
Chemical Engineering
Computer Science
",0000-0003-0266-0689,
"Perry, Justin J.B.",7401517904,29,"Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Environmental Science
Physics and Astronomy
Energy
Computer Science
Arts and Humanities
Engineering
Multidisciplinary
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Social Sciences
Decision Sciences
",,
"Perry, Audrey",55488864900,25,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Mathematics
Computer Science
",,
"Perrone, Agnese",35192332900,1,"Social Sciences
",,
"Perkins, Neil",57606917300,1,"Social Sciences
",,
"Perera, Kaveen",57207695059,2,"Computer Science
Decision Sciences
Mathematics
",,
"Perera, Dilini",57220504599,11,"Engineering
Materials Science
Medicine
Multidisciplinary
",,
"Perera, Charitha Harshani",57218583256,3,"Business, Management and Accounting
Social Sciences
",,
"Pereira, Sol Carolina Costa",57386541500,2,"Energy
Engineering
Environmental Science
",,
"Percival, Neil",56119796900,3,"Social Sciences
Arts and Humanities
",,
"Perchard, Andrew",47561799800,18,"Business, Management and Accounting
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Psychology
",0000-0003-3227-6485,
"Pepper, Gillian V.",55878999200,23,"Medicine
Agricultural and Biological Sciences
Psychology
Biochemistry, Genetics and Molecular Biology
Neuroscience
Social Sciences
Arts and Humanities
Engineering
Multidisciplinary
Nursing
Business, Management and Accounting
",0000-0001-8172-0605,
"Penfold, John",57191452909,1,"Nursing
",,
"Pendlebury, Gemma",57671045000,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Pendle, Jamie",57197762869,1,"Engineering
",,
"Pelloja, Chiara",57190294381,1,"Chemistry
",,
"Pellicciotti, Francesca",6506484654,89,"Earth and Planetary Sciences
Environmental Science
Medicine
Multidisciplinary
Physics and Astronomy
Social Sciences
Agricultural and Biological Sciences
Energy
Materials Science
Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Peirson-Smith, Anne",36651371300,20,"Arts and Humanities
Social Sciences
Business, Management and Accounting
Materials Science
Economics, Econometrics and Finance
Psychology
",0000-0003-1274-2266,
"Peers, Matthew",57202379999,1,"Engineering
Decision Sciences
Social Sciences
",,
"Peebles, Alastair",57193853761,2,"Environmental Science
Arts and Humanities
Social Sciences
Agricultural and Biological Sciences
",,
"Peck, Sarah",57226482882,8,"Social Sciences
Earth and Planetary Sciences
Psychology
Environmental Science
",,
"Peart, J. D.",7006104849,5,"Environmental Science
Earth and Planetary Sciences
Chemical Engineering
Social Sciences
",,
"Peart, Daniel James",37026931000,33,"Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
Nursing
Social Sciences
Agricultural and Biological Sciences
Chemistry
Computer Science
",,
"Peart, Daniel J.",57846154600,3,"Social Sciences
Business, Management and Accounting
",,
"Pearson, Pauline",7202175796,60,"Medicine
Nursing
Social Sciences
Health Professions
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Pearson, Pauline",58186515500,1,"Medicine
",,
"Pearson, Pauline",57536582800,1,"Business, Management and Accounting
Social Sciences
",,
"Pearson, Liam T.",57655992600,5,"Medicine
Health Professions
Computer Science
Physics and Astronomy
Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Pearson, Jonathan",57314495600,1,"Environmental Science
Agricultural and Biological Sciences
Social Sciences
",,
"Pearson, John",7401927235,7,"Engineering
Social Sciences
Earth and Planetary Sciences
Business, Management and Accounting
",,
"Pearsall, Nicola M.",22994220300,102,"Engineering
Energy
Materials Science
Physics and Astronomy
Computer Science
Environmental Science
Mathematics
",,
"Pearlman, Lazlo",56506948000,2,"Arts and Humanities
Social Sciences
",,
"Pearce, David Anthony",35741650500,118,"Immunology and Microbiology
Agricultural and Biological Sciences
Environmental Science
Medicine
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Physics and Astronomy
Multidisciplinary
Chemistry
Engineering
Computer Science
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Neuroscience
Chemical Engineering
Energy
Materials Science
",0000-0001-5292-4596,
"Pearce, Alison",55959560700,11,"Business, Management and Accounting
Social Sciences
Computer Science
Energy
Economics, Econometrics and Finance
Environmental Science
Engineering
",,
"Peacock, Sean",57202047209,7,"Computer Science
Social Sciences
Psychology
",,
"Payne, Judy",16040490100,1,"Social Sciences
",,
"Pawlicki, Michał",58197809700,1,"Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Paul, Mridula Mary",57638254600,1,"Agricultural and Biological Sciences
Social Sciences
Environmental Science
",,
"Paudel, Vikas",57220076252,5,"Medicine
",,
"Patuelli, Alessia",57063166100,8,"Business, Management and Accounting
Medicine
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Environmental Science
Mathematics
Engineering
Energy
Computer Science
",,
"Patton, Julie",57210995713,1,"Nursing
",,
"Pattison, Helen",55962977900,2,"Business, Management and Accounting
Social Sciences
Environmental Science
",,
"Pattinson, Steven",56113025700,18,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Decision Sciences
",0000-0003-3352-5738,
"Patterson, Rebecca",57212861138,3,"Medicine
Arts and Humanities
Social Sciences
",,
"Patterson, Lucy",57198016077,3,"Nursing
Social Sciences
Medicine
",,
"Patrick, Munachi",57208150515,1,"Engineering
Materials Science
",,
"Patino, Luis F.",57218552383,2,"Energy
Earth and Planetary Sciences
Environmental Science
",,
"Patil, Karishma",58204787100,1,"Social Sciences
Engineering
",,
"Paterson, Megan L.",57209890442,1,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
",,
"Paterson, Jenny L.",56583536100,10,"Psychology
Social Sciences
Arts and Humanities
Medicine
",,
"Paterson, Elaine M.",14019997300,7,"Social Sciences
Engineering
Environmental Science
",,
"Pate, S. J.",57007081700,1,"Social Sciences
",,
"Patchett, Megan R.",58147498100,1,"Environmental Science
Earth and Planetary Sciences
",,
