Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Briggs, Marc",56123220400,12,"Medicine
Agricultural and Biological Sciences
Health Professions
Nursing
Social Sciences
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
",,
"Briggs, Pam",56228868300,139,"Computer Science
Social Sciences
Psychology
Engineering
Medicine
Mathematics
Arts and Humanities
Decision Sciences
Biochemistry, Genetics and Molecular Biology
Environmental Science
Physics and Astronomy
Energy
Economics, Econometrics and Finance
Pharmacology, Toxicology and Pharmaceutics
Business, Management and Accounting
Neuroscience
",,
"Briggs, Pam",58085152300,2,"Social Sciences
Psychology
Computer Science
",,
"Briggs, Rachel N.",57198819070,1,"Agricultural and Biological Sciences
",,
"Brinkmann, Martin",57201233197,70,"Physics and Astronomy
Chemistry
Materials Science
Mathematics
Chemical Engineering
Engineering
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Earth and Planetary Sciences
Energy
Computer Science
",,
"Brittan, Timothy",57212063341,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Britton, Amanda M.",16438821700,5,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Broadfoot, Antony",55639085100,1,"Engineering
Materials Science
",,
"Broc, Lea",57481185000,1,"Computer Science
",,
"Brock, Ben W.",7005677213,48,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Energy
Medicine
Computer Science
Physics and Astronomy
",,
"Brockman, Robyn",57200616587,1,"Social Sciences
",,
"Brockway, Michael",56553328500,5,"Computer Science
Engineering
Materials Science
Mathematics
",,
"Brodie, Jennifer",19833637900,4,"Medicine
Social Sciences
Psychology
",,
"Bromly, Mary",57068426100,1,"Social Sciences
Business, Management and Accounting
",,
"Brookes, Helen",13610872200,3,"Psychology
Neuroscience
",,
"Brooks, John L.",24549083600,1,"",,
"Brotherton, Kris",57192109475,1,"Computer Science
Mathematics
",,
"Broughan, Christine",6507848311,18,"Social Sciences
Medicine
Agricultural and Biological Sciences
Nursing
Pharmacology, Toxicology and Pharmaceutics
",0000-0001-9179-9599,
"Brown, A. Jean E.",56213031200,3,"Arts and Humanities
Materials Science
Chemical Engineering
Environmental Science
Social Sciences
Engineering
",,
"Brown, Amanda",57193654362,1,"Social Sciences
",,
"Brown, David M.",57206612014,8,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Brown, Dean",57202044346,8,"Computer Science
Mathematics
Agricultural and Biological Sciences
Environmental Science
",,
"Brown, G. P.",56309406700,1,"Earth and Planetary Sciences
Environmental Science
",,
"Brown, Genavee",57191837742,18,"Psychology
Social Sciences
Computer Science
Business, Management and Accounting
Arts and Humanities
",,
"Brown, Guy",57481300600,2,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Brown, Guy",57193015806,1,"Mathematics
Computer Science
",,
"Brown, Guy",7406467423,1,"Engineering
",,
"Brown, I.",7402606447,3,"Agricultural and Biological Sciences
",,
"Brown, Ian",57200251796,2,"Business, Management and Accounting
Medicine
Economics, Econometrics and Finance
Psychology
",,
"Brown, James",57209270447,1,"Medicine
Nursing
",,
"Brown, Jim",55724423900,1,"Decision Sciences
",,
"Brown, Jodie",58188088600,1,"Social Sciences
",,
"Brown, Kristina",57466104800,2,"Medicine
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Brown, L.",57199237127,1,"Social Sciences
Arts and Humanities
",,
"Brown, Laura Alexandra",57197755339,2,"Engineering
Arts and Humanities
Social Sciences
",,
"Brown, Laura J.",55851942273,4,"Biochemistry, Genetics and Molecular Biology
Mathematics
Immunology and Microbiology
Agricultural and Biological Sciences
Chemistry
Medicine
",,
"Brown, Nicola L.",56513074700,5,"Chemistry
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
",,
"Brown, Raymond",57208531439,2,"Engineering
Social Sciences
Computer Science
Environmental Science
",,
"Brown, Rebecca",57196464774,1,"Social Sciences
",,
"Brown, Richard",57224576051,8,"Medicine
Computer Science
Neuroscience
Social Sciences
Engineering
Health Professions
Psychology
Business, Management and Accounting
",,
"Brown, Samantha E.",57218226159,1,"Agricultural and Biological Sciences
",,
"Brown, Sarah",57203375891,2,"Medicine
",,
"Browne, Fiona",57224012796,1,"Computer Science
",,
"Browne, Sarah E.",57194685878,2,"Medicine
Neuroscience
Nursing
Biochemistry, Genetics and Molecular Biology
",,
"Bruce, C.",57215186657,1,"Engineering
",,
"Bruce, Claire",57212022082,1,"Social Sciences
",,
"Bruce, Tor Alexander",57450613900,3,"Computer Science
",0000-0002-9997-9786,
"Bruce-Martin, Claire",57219316639,4,"Medicine
Social Sciences
Engineering
Agricultural and Biological Sciences
",,
"Bub, Rudiger",6505826357,1,"Engineering
",,
"Buchnea, Emily",57194469736,7,"Business, Management and Accounting
Economics, Econometrics and Finance
Arts and Humanities
",,
"Buckley, Christopher J.",56939974300,14,"Medicine
Biochemistry, Genetics and Molecular Biology
Engineering
Physics and Astronomy
Computer Science
Chemistry
Immunology and Microbiology
Nursing
Chemical Engineering
Neuroscience
",,
"Buckley, Sophie",57295759600,1,"Social Sciences
",,
"Bueltmann, Tanja",25652933000,14,"Arts and Humanities
Social Sciences
",,
"Bugaje, Maryam",57197719494,3,"Mathematics
Computer Science
",,
"Bührmann, Leah",57202286444,8,"Medicine
Social Sciences
Psychology
Multidisciplinary
Engineering
Computer Science
",0000-0001-6957-4369,
"Bui, Connor Thien Long",57211588106,1,"Health Professions
Medicine
",,
"Buie, Diane",55749773300,1,"Arts and Humanities
Social Sciences
",,
"Bull, Christopher Y.S.",57199395941,8,"Earth and Planetary Sciences
Environmental Science
Multidisciplinary
",,
"Bull, J. W.",57200331232,64,"Engineering
Computer Science
Environmental Science
Mathematics
Earth and Planetary Sciences
Chemical Engineering
Agricultural and Biological Sciences
Business, Management and Accounting
Materials Science
Social Sciences
",,
"Bull, John W.",57200756239,1,"Engineering
",,
"Bulmer, Rachel",57190255378,4,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
",,
"Buranatrived, Jiraporn",22333336800,1,"Mathematics
Computer Science
Biochemistry, Genetics and Molecular Biology
",,
"Buranatrned, J.",57118162100,1,"Computer Science
",,
"Burdis, Carol",8162165800,2,"Social Sciences
",,
"Burford, Bryan",57202676488,1,"Arts and Humanities
Social Sciences
",,
"Burger, Flavia",55428912000,4,"Environmental Science
Earth and Planetary Sciences
Energy
Medicine
",0000-0001-7171-3049,
"Burges Watson, Duika L.",16678599600,22,"Medicine
Social Sciences
Agricultural and Biological Sciences
Nursing
Biochemistry, Genetics and Molecular Biology
",0000-0002-5791-9670,
"Burgess, Rs",7202498840,1,"Computer Science
",,
"Burluka, Alexey A.",6505853006,38,"Engineering
Energy
Chemical Engineering
Physics and Astronomy
Chemistry
Environmental Science
Mathematics
Materials Science
Earth and Planetary Sciences
Computer Science
",0000-0002-3975-987X,
"Burnet, Deirdre",57197707664,1,"Social Sciences
Business, Management and Accounting
",,
"Burnett, E.",56526579400,1,"Medicine
",,
"Burnett, Elizabeth Jane",57201502428,5,"Arts and Humanities
Social Sciences
",,
"Burnie, Louise",57204156776,6,"Medicine
Health Professions
Social Sciences
Biochemistry, Genetics and Molecular Biology
Engineering
",0000-0002-6426-6727,
"Burns, Amy",57193772876,1,"Arts and Humanities
Social Sciences
",,
"Burns, Caroline",55787108900,1,"Social Sciences
Business, Management and Accounting
",,
"Burrell, Carole",57201193064,5,"Medicine
Social Sciences
Psychology
",,
"Burrell, Mark S.",7006801004,1,"Engineering
Computer Science
",,
"Burridge, Chris",7004262074,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Burton, Nicholas",57200642459,30,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Decision Sciences
Psychology
Environmental Science
Agricultural and Biological Sciences
",,
"Burton, Rob",58198475600,5,"Social Sciences
Computer Science
",,
"Busawan, K.",57188564317,1,"Engineering
",,
"Busawon, Abheesha N.",55390129200,3,"Social Sciences
Engineering
Energy
Business, Management and Accounting
",,
"Busawon, Krishna K.",7004044763,263,"Engineering
Computer Science
Energy
Mathematics
Physics and Astronomy
Social Sciences
Decision Sciences
Environmental Science
Economics, Econometrics and Finance
Chemical Engineering
Materials Science
Medicine
Earth and Planetary Sciences
Chemistry
Business, Management and Accounting
",,
"Buswell, Carol",57036000400,4,"Social Sciences
Business, Management and Accounting
",,
"Buswell, R. J.",6602107775,6,"Environmental Science
Earth and Planetary Sciences
Social Sciences
Business, Management and Accounting
",,
"Butcher, Ross",57212173102,1,"Environmental Science
",,
"Butchert, E.",24549527000,2,"Materials Science
Engineering
Chemistry
",,
"Butler, Katherine",37068756500,9,"Arts and Humanities
Social Sciences
",0000-0001-6191-1439,
"Butler, Katherine",57371300700,1,"Arts and Humanities
",,
"Butler, Linda M.",24443814000,2,"Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
",,
"Butler, Margaret S.",7402210847,2,"Nursing
",,
"Butt, Talib E.",7006115380,35,"Environmental Science
Computer Science
Social Sciences
Decision Sciences
Energy
Engineering
Earth and Planetary Sciences
Business, Management and Accounting
Chemical Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
",,
"Butterfield, Allissa",57898123700,1,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"Butterworth, Emma",57210236223,1,"Engineering
Computer Science
",,
"Butterworth, P.",7006862226,10,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",,
"Bwanya, Princess Rutendo",57225981442,3,"Economics, Econometrics and Finance
Energy
",,
"Byerley, Joe",58002139000,1,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"Byrne, Denise",57038038500,1,"Social Sciences
",,
"Byrne, James",55827243600,1,"Arts and Humanities
Social Sciences
",,
"Byrne, Michael S.",7202358585,13,"Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Psychology
Materials Science
Agricultural and Biological Sciences
Social Sciences
Engineering
",,
"Byrne, Phillip O.",16067856200,1,"Materials Science
Engineering
",,
"Byrnes, Kate",57414902900,2,"Medicine
Nursing
",,
"Caaggs, C.",24316091300,1,"Materials Science
Energy
",,
"Cabras, Ignazio",24069922500,57,"Business, Management and Accounting
Social Sciences
Environmental Science
Economics, Econometrics and Finance
Computer Science
Engineering
Energy
Agricultural and Biological Sciences
Arts and Humanities
Earth and Planetary Sciences
Decision Sciences
Psychology
Chemical Engineering
",,
"Cade, Juliette",57557933800,1,"Computer Science
Arts and Humanities
",,
"Cader, Raffik",55931725600,7,"Nursing
Social Sciences
Medicine
Computer Science
Health Professions
",,
"Cain, D. F.",56976655200,1,"Social Sciences
Business, Management and Accounting
",,
"Caisley, Kim",57428025400,1,"Multidisciplinary
",,
"Caizley, Jasmine",57210256226,1,"Arts and Humanities
Psychology
",,
"Calder, A. B.",24592662000,3,"",,
"Calder, A. B.",57224595743,1,"Multidisciplinary
",,
"Calder, Allan B.",57194808138,1,"Chemistry
",,
"Caldwel, J.",56751499100,1,"Engineering
Materials Science
",,
"Calic, Masa",57204472027,1,"Medicine
",,
"Callaghan, Jack",57197810820,1,"Engineering
Energy
Chemical Engineering
",,
"Callcoit, M.",57190035576,1,"Arts and Humanities
",,
"Callcott, Maureen",57189725690,1,"Arts and Humanities
",,
"Callum, Jane",20333586600,4,"Medicine
Nursing
",,
"Camara, Claire",57212031887,10,"Nursing
Medicine
",,
"Cameron, Colin",22133596100,17,"Social Sciences
Health Professions
Arts and Humanities
Nursing
",,
"Cameron, Ryan",57195719352,1,"Engineering
Computer Science
",,
"Campbell, D.",57213690179,6,"Materials Science
Chemistry
Chemical Engineering
Engineering
",,
"Campbell, D.",57225959991,4,"Materials Science
Physics and Astronomy
Engineering
",,
"Campbell, David",57207347593,2,"Arts and Humanities
Social Sciences
",,
"Campbell, Elaine",56519106800,7,"Social Sciences
Business, Management and Accounting
",0000-0002-0621-8444,
"Campbell, J.",35567409400,1,"Nursing
",,
"Campbell, L.",56371141400,1,"Engineering
Materials Science
",,
"Campbell, Stephen",57201546040,11,"Materials Science
Engineering
Physics and Astronomy
Chemistry
Energy
Chemical Engineering
",,
"Campbell-Wonders, Martin",55551350800,1,"Social Sciences
",,
"Cani, Marie Paule",57202969386,5,"Computer Science
Mathematics
Engineering
Social Sciences
",,
"Cantley, Caroline",57213474201,2,"Social Sciences
Arts and Humanities
",,
"Cao Ngoc, Anh",55455804500,1,"Social Sciences
",,
"Caplan, Nick",17134058600,98,"Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
Engineering
Agricultural and Biological Sciences
Physics and Astronomy
Social Sciences
Environmental Science
Computer Science
Mathematics
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Decision Sciences
Business, Management and Accounting
Arts and Humanities
Nursing
Psychology
Materials Science
Chemical Engineering
",,
"Caple, Fiona",26657178900,2,"Medicine
Nursing
",,
"Capper, Graham",6602860214,16,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Energy
Social Sciences
Mathematics
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Carden, Ted",36146873100,1,"Computer Science
Engineering
",,
"Careless, Eleanor",57211885746,3,"Arts and Humanities
Social Sciences
",,
"Carey, Brycchan",38161183300,26,"Arts and Humanities
Social Sciences
",,
"Carletto, M. H.",15748218200,1,"Physics and Astronomy
Materials Science
",,
"Carling, A.",57188639479,1,"Arts and Humanities
Medicine
Psychology
",,
"Carlisle, Bruce H.",36774394000,4,"Environmental Science
Social Sciences
Agricultural and Biological Sciences
",,
"Carlyle, Donna",56333491100,6,"Psychology
Social Sciences
Arts and Humanities
Multidisciplinary
Agricultural and Biological Sciences
Medicine
Veterinary
",,
"Carnegie, Elizabeth",26654012100,15,"Business, Management and Accounting
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Engineering
",,
"Carnevali, Emilio",57193620251,7,"Economics, Econometrics and Finance
Social Sciences
Decision Sciences
Business, Management and Accounting
",,
"Carney, C.",56526511200,1,"Medicine
",,
"Carr, Emily",57222741428,1,"Nursing
",,
"Carr, Sophie",57214794793,6,"Social Sciences
Mathematics
Physics and Astronomy
Medicine
",,
"Carr, Susan M.",35361598000,39,"Medicine
Nursing
Social Sciences
Business, Management and Accounting
Multidisciplinary
",,
"Carrapiço, Helena",54792636000,32,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Computer Science
Arts and Humanities
",0000-0003-0015-9110,
"Carrick, Andrea",58202383900,1,"Medicine
",,
"Carrillo-Barragán, Priscilla",57209585464,4,"Agricultural and Biological Sciences
Environmental Science
Immunology and Microbiology
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Engineering
Medicine
",0000-0003-2639-264X,
"Carrion-Weiss, Justine",57984158200,1,"Engineering
Social Sciences
",,
"Carruthers, Hailey",57204466622,1,"Medicine
",,
"Carter, Andrew",57926396500,2,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Physics and Astronomy
Materials Science
Engineering
Computer Science
",,
"Carter, Kirsty",55749422100,1,"Medicine
Psychology
",,
"Carter, M. J.",7401513342,28,"Materials Science
Physics and Astronomy
Engineering
Energy
",,
"Carter, Pam",7201989159,2,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Cartigny, Emily",57210968681,6,"Psychology
Business, Management and Accounting
Health Professions
Medicine
",,
"Cartner, H.",57200625267,2,"Medicine
Nursing
Dentistry
",,
"Carty, Peter",7003997843,49,"Materials Science
Chemistry
Engineering
Economics, Econometrics and Finance
Medicine
Psychology
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Chemical Engineering
Agricultural and Biological Sciences
",,
"Carvalho, Luís P.",57218140245,3,"Computer Science
Nursing
Multidisciplinary
Social Sciences
Psychology
",,
"Case, G.",57204101703,2,"Psychology
Computer Science
Social Sciences
",,
"Casey, Emma",25224796800,32,"Social Sciences
Business, Management and Accounting
Psychology
Economics, Econometrics and Finance
Arts and Humanities
Medicine
",,
"Cash, Philip J.",47661004600,68,"Computer Science
Engineering
Arts and Humanities
Social Sciences
Mathematics
Business, Management and Accounting
Economics, Econometrics and Finance
",0000-0001-6498-0237,
"Caso-Huerta, Marcos",57268135100,2,"Engineering
Physics and Astronomy
Mathematics
Chemical Engineering
",0000-0003-3367-1831,
"Casperd, A. N.",6507575307,3,"Engineering
Physics and Astronomy
Materials Science
",,
"Cass, Sue",7006513894,1,"Nursing
",,
"Casselden, Biddy",55317937100,14,"Social Sciences
Medicine
Health Professions
Arts and Humanities
Computer Science
",0000-0001-7941-9266,
"Cassidy, Kathryn L.",55547219900,18,"Social Sciences
Medicine
Arts and Humanities
Earth and Planetary Sciences
Environmental Science
Economics, Econometrics and Finance
Nursing
Psychology
",,
"Castley, Jack",57489926400,1,"Engineering
Energy
",,
"Cattan, Mima",16021209800,35,"Medicine
Social Sciences
Nursing
Health Professions
Biochemistry, Genetics and Molecular Biology
Psychology
Arts and Humanities
",,
"Cavagnero, Sara",57347691200,2,"Computer Science
Energy
Environmental Science
Social Sciences
",,
"Cavanagh, Dermot",57760504400,3,"Arts and Humanities
",,
"Cavener, John",57209360694,4,"Social Sciences
",,
"Cecchinato, Marta E.",55851220100,28,"Computer Science
Social Sciences
Mathematics
Engineering
Medicine
Psychology
Decision Sciences
",0000-0002-0627-8658,
"Celik, Yunus",57219009524,12,"Medicine
Computer Science
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Çerçi, Sena",57210408821,3,"Computer Science
",,
"Cerny, Martin",57197178505,2,"Engineering
Mathematics
Computer Science
",,
"Cessford, Jessica",56974299600,2,"Medicine
Psychology
Neuroscience
",,
"Chacko, Charlslee",55270612400,1,"Energy
",,
"Chakraborty, Suman",57214531092,19,"Earth and Planetary Sciences
Physics and Astronomy
Engineering
Computer Science
Materials Science
Environmental Science
Mathematics
Multidisciplinary
Chemistry
",0000-0003-3432-1163,
"Chalk, B.",16687819600,1,"",,
"Challen, Christine C.",6603468016,12,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
",,
"Challinor, Raymond",26037931900,3,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Immunology and Microbiology
Neuroscience
",,
"Chambers, Donna P.",34972764200,43,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Earth and Planetary Sciences
Environmental Science
Arts and Humanities
",,
"Chan, Lydia",57192248513,1,"Engineering
Physics and Astronomy
Materials Science
",,
"Chan, Pohyin",43660898200,1,"Chemistry
Materials Science
Computer Science
",,
"Chan, T. K.",57207981111,1,"Engineering
Physics and Astronomy
Computer Science
",,
"Chan, Tommy K.H.",56202307300,28,"Computer Science
Business, Management and Accounting
Decision Sciences
Economics, Econometrics and Finance
Social Sciences
Engineering
Psychology
",0000-0001-9930-8897,
"Chan, W. Y.",7403918697,3,"Materials Science
Physics and Astronomy
",,
"Chan, W. Y.",57197242604,1,"Engineering
",,
"Chandler, Colin",57196893785,1,"Medicine
Nursing
",,
"Chandler, S.",57197985572,1,"Biochemistry, Genetics and Molecular Biology
",,
"Chandorkar, Pankaj",57193227968,3,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Chang, Francesca",58243069900,1,"Medicine
",,
"Channappa, L. C.",8247931700,1,"Engineering
",,
"Chapelhow, Carol",16244309600,2,"Medicine
",,
"Chapman, Ashley J.",57190429148,4,"Psychology
Arts and Humanities
Medicine
",,
"Chapman, Glen M.",7202936579,2,"Materials Science
Chemistry
",,
"Chapman, Rachael",24461341200,8,"Social Sciences
Business, Management and Accounting
",,
"Chappel, Lucy",57212495462,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Charilaou, Lucy",57314768100,2,"Medicine
Nursing
",,
"Charles, David",7102209673,36,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Arts and Humanities
Engineering
",0000-0002-0885-4209,
"Charles, David",58095032500,1,"Social Sciences
",,
"Charleton, Philip",57191769314,1,"Social Sciences
Computer Science
",,
"Charlton, James",49663064700,15,"Social Sciences
Computer Science
Engineering
Earth and Planetary Sciences
Arts and Humanities
Business, Management and Accounting
Environmental Science
Mathematics
",,
"Charlton, Joyce",36995864800,1,"Social Sciences
",,
"Charlton, Kayleigh",56255768100,2,"Health Professions
Medicine
",,
"Chatzakis, Emmanouil",57192168788,2,"Engineering
Business, Management and Accounting
Arts and Humanities
Social Sciences
",,
"Chaudhry, Umair B.",57361970100,6,"Computer Science
Social Sciences
Environmental Science
Engineering
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",,
"Chavez, Nicanor",57218869249,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Cheetham, Mandy",55781224500,18,"Medicine
Social Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Health Professions
",0000-0002-2616-9205,
"Cheheb, Ismahane",57193712554,6,"Computer Science
Physics and Astronomy
Materials Science
Chemical Engineering
Engineering
Medicine
",0000-0002-0961-0476,
"Chen, Ling",57215328612,6,"Materials Science
Physics and Astronomy
Computer Science
Engineering
",,
"Chen, T.",57204423635,1,"Computer Science
",,
"Chen, Tianrong",57206650828,1,"Computer Science
",,
"Chen, Wei",57188997333,1,"Computer Science
Decision Sciences
",,
"Chen, Xiaomin",57195413728,24,"Computer Science
Engineering
Decision Sciences
Mathematics
Physics and Astronomy
Energy
",,
"Chen, Xue",53866182700,12,"Engineering
Materials Science
Physics and Astronomy
",,
"Chen, Xue",57215847440,10,"Physics and Astronomy
Materials Science
Engineering
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Environmental Science
Mathematics
Medicine
Multidisciplinary
",,
"Chen, Xuewen",57219553973,2,"Computer Science
",,
"Chen, Yu",58160760600,1,"Chemistry
Chemical Engineering
",,
"Cheng, Homing",57193069288,2,"Agricultural and Biological Sciences
Engineering
Medicine
",,
"Cheng, Huaipin",55898551600,1,"Engineering
",,
"Cherian Lukose, Cecil",57452494600,1,"Medicine
",,
"Cheung, Alice",37094910600,1,"Psychology
Social Sciences
",,
"Cheung, Millissa Fung Yi",23981970700,29,"Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Social Sciences
Psychology
Decision Sciences
Computer Science
",,
"Cheung, Waiming",7202743059,53,"Engineering
Computer Science
Environmental Science
Business, Management and Accounting
Energy
Decision Sciences
Economics, Econometrics and Finance
Physics and Astronomy
Mathematics
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0003-0051-2615,
"Cheung, William",57455226600,4,"Medicine
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Health Professions
",,
"Cheung, William",57209573523,2,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Cheung, William",57761696700,1,"Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Cheyne, Tian",57226186812,1,"Neuroscience
Psychology
Social Sciences
",,
"Chiang, M. F.",23566375600,9,"Computer Science
Engineering
Social Sciences
",,
"Chibueze Brendan, Ahuokpeme",57208525206,1,"Engineering
",,
"Chilak, C.",55390032900,1,"Energy
",,
"Childs, Sue",7005762192,30,"Social Sciences
Medicine
Computer Science
Business, Management and Accounting
Nursing
Pharmacology, Toxicology and Pharmaceutics
",,
"Chiles, V.",6506335803,1,"Engineering
",,
"Chi-Ling, Huang",29067696300,1,"Social Sciences
Arts and Humanities
",,
"Chimusa, Emile R.",55880425700,78,"Biochemistry, Genetics and Molecular Biology
Medicine
Computer Science
Mathematics
Multidisciplinary
Agricultural and Biological Sciences
Neuroscience
Immunology and Microbiology
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Nursing
Engineering
Psychology
Physics and Astronomy
Chemistry
",0000-0001-8846-2047,
"Chin, Neoh S.",56888482700,1,"Engineering
",,
"Chiponde, Danstan Bwalya",57196039206,5,"Engineering
Business, Management and Accounting
Social Sciences
Arts and Humanities
Economics, Econometrics and Finance
Decision Sciences
Computer Science
",,
"Chong, E.",57072893800,1,"Engineering
",,
"Chong, Eu Meng",10142447400,1,"Physics and Astronomy
Materials Science
",,
"Chopra, Simran",57203753597,9,"Computer Science
Mathematics
",,
"Christodoulakis, G.",36614937600,1,"Computer Science
",,
"Chu, H.",24309890700,3,"Materials Science
",,
"Chu, K. R.",16554226700,1,"Engineering
",,
"Chuckravanen, Dineshen",57000550300,3,"Materials Science
Engineering
Health Professions
Medicine
Computer Science
",,
"Ciesielska, Malgorzata",56111523100,19,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
Decision Sciences
Medicine
Computer Science
",0000-0003-2349-9900,
"Cieslik, Mark",6508226532,11,"Social Sciences
Psychology
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Clark, Billy",7401726019,34,"Arts and Humanities
Social Sciences
Agricultural and Biological Sciences
Mathematics
Neuroscience
Computer Science
Psychology
",0000-0002-1837-4807,
"Clark, Billy",58101218700,1,"Social Sciences
Arts and Humanities
",,
"Clark, J. L.",57199365442,1,"Physics and Astronomy
",,
"Clark, Jim",26651067800,2,"Medicine
Health Professions
Social Sciences
",,
"Clark, L. J.",7402668030,3,"Engineering
Physics and Astronomy
Chemistry
",,
"Clark, Laura H.",57158481900,8,"Psychology
Arts and Humanities
Social Sciences
Medicine
",0000-0002-0714-2568,
"Clark, Lindsey",57226721467,1,"Medicine
Nursing
",,
"Clark, R.",57213477852,2,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Clark, S. A.",57199136465,1,"Nursing
",,
"Clarke, Amanda",57637379200,1,"Nursing
Social Sciences
",,
"Clarke, Amanda R.",7403683015,53,"Medicine
Nursing
Social Sciences
Health Professions
Biochemistry, Genetics and Molecular Biology
Neuroscience
Psychology
Arts and Humanities
Multidisciplinary
Agricultural and Biological Sciences
",,
"Clarke, D. M.",7403502357,2,"Engineering
Physics and Astronomy
Materials Science
",,
"Clarke, Frances",7102959187,1,"Medicine
Nursing
Social Sciences
",,
"Clarke, Julie",56577078500,4,"Social Sciences
Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Clarke, Rachel",57639719000,1,"Social Sciences
Arts and Humanities
",,
"Clarkson, Carl Ernest",56532357200,8,"Medicine
Health Professions
Nursing
",,
"Clayton, John",29067665700,29,"Social Sciences
Health Professions
Environmental Science
Psychology
Earth and Planetary Sciences
Arts and Humanities
",,
"Clayton-Helm, Lauren",57217587562,3,"Social Sciences
",,
"Clement, Jo",58174114500,2,"Arts and Humanities
Social Sciences
",,
"Clement, P.",57117329100,1,"Computer Science
",,
"Clifford-Swan, Joanne",57211357041,2,"Social Sciences
",,
"Clinton, Michael",57516471400,5,"Medicine
Social Sciences
Nursing
",,
"Clough, Amanda",57208315685,12,"Social Sciences
",,
"Clyde, L. J.",57196445759,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Coapes, Laura Rachel",57353920600,1,"Social Sciences
",,
"Coates, Chloe",57221281674,1,"Nursing
",,
"Coates, Maggie",7101600582,8,"Nursing
Medicine
Social Sciences
",,
"Coates, Nigel",57731169300,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Cochrana, Wendy",57210003319,1,"",,
"Cochrane, James",57829998100,1,"Engineering
Social Sciences
",,
"Cochrane, Joan Margaret",7103378830,7,"Medicine
Nursing
",,
